val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,7.751481,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,5.328853,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,9.089013,3.000000,
0.212544,-0.173381,0.019581,6.147906,0.137363,0.000015,7.764930,4.000000,
0.151466,-0.264354,-0.056444,5.921776,0.137363,0.000013,8.000910,5.000000,
0.141800,-0.078439,0.031681,5.608423,0.137363,0.000011,7.878256,6.000000,
0.172761,0.082391,0.127576,5.180906,0.137363,0.000009,4.870890,7.000000,
0.180179,0.052082,0.116131,4.748225,0.137363,0.000007,7.187851,8.000000,
0.208234,0.080377,0.144306,4.203530,0.137363,0.000005,4.419181,9.000000,
0.291019,0.221351,0.256185,3.491131,0.221351,0.000004,4.628134,10.000000,
0.323159,0.307800,0.315479,3.014225,0.307800,0.000002,4.710356,11.000000,
0.320915,0.269390,0.295153,2.892770,0.307800,0.000000,2.831385,12.000000,
