val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.766651,0.786688,0.776669,4.167959,0.786688,0.000020,5.044316,9.000000,
0.824197,0.827683,0.825940,1.675293,0.827683,0.000018,2.015444,18.000000,
0.846139,0.852515,0.849327,0.719100,0.852515,0.000016,1.049887,27.000000,
0.864696,0.865606,0.865151,0.602417,0.865606,0.000014,0.809878,36.000000,
0.869912,0.864645,0.867279,0.581921,0.865606,0.000012,0.520060,45.000000,
0.873859,0.869388,0.871623,0.718684,0.869388,0.000010,0.491146,54.000000,
0.867325,0.863008,0.865167,0.604709,0.869388,0.000008,0.583085,63.000000,
0.870869,0.867482,0.869176,0.592622,0.869388,0.000006,0.372504,72.000000,
0.879575,0.876721,0.878148,0.633017,0.876721,0.000003,0.365165,81.000000,
0.880048,0.876206,0.878127,0.522995,0.876721,0.000001,0.340042,90.000000,
0.880736,0.876777,0.878757,0.539283,0.876777,0.000000,0.265708,96.000000,
