val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.690615,0.000000,0.000020,0.604190,9.000000,
0.247474,0.606556,0.247474,0.000018,0.588808,18.000000,
0.324648,0.574737,0.324648,0.000016,0.564987,27.000000,
0.382977,0.551738,0.382977,0.000014,0.472778,36.000000,
0.407539,0.577031,0.407539,0.000012,0.355605,45.000000,
0.482075,0.551212,0.482075,0.000010,0.339404,54.000000,
0.376039,0.639543,0.482075,0.000008,0.369017,63.000000,
0.400342,0.636518,0.482075,0.000006,0.274589,72.000000,
0.504082,0.568868,0.504082,0.000003,0.237477,81.000000,
0.496958,0.575290,0.504082,0.000001,0.241621,90.000000,
0.469055,0.585480,0.504082,0.000000,0.255765,96.000000,
