val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.042260,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,3.327925,2.000000,
0.398033,0.374532,0.386283,2.930545,0.460947,0.000016,3.841493,3.000000,
0.398033,0.374532,0.386283,2.930545,0.460947,0.000015,3.785215,4.000000,
0.400162,0.310836,0.355499,2.874260,0.460947,0.000013,3.640190,5.000000,
0.424276,0.386419,0.405347,2.812078,0.460947,0.000011,3.459626,6.000000,
0.451952,0.467176,0.459564,2.755200,0.467176,0.000009,2.603414,7.000000,
0.478153,0.516670,0.497411,2.711479,0.516670,0.000007,3.070009,8.000000,
0.500393,0.551096,0.525745,2.675265,0.551096,0.000005,3.421646,9.000000,
0.522130,0.577291,0.549711,2.647821,0.577291,0.000004,2.280909,10.000000,
0.532589,0.591911,0.562250,2.630987,0.591911,0.000002,3.447337,11.000000,
0.536005,0.595684,0.565844,2.623554,0.595684,0.000000,1.546775,12.000000,
