val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.572464,0.650428,0.572464,0.000020,0.742191,9.000000,
0.536232,0.656363,0.572464,0.000018,0.713224,18.000000,
0.565217,0.717054,0.572464,0.000016,0.730588,27.000000,
0.485507,0.810932,0.572464,0.000014,0.706649,36.000000,
0.528986,0.667787,0.572464,0.000012,0.718563,45.000000,
0.471014,0.720551,0.572464,0.000010,0.710452,54.000000,
0.471014,0.763384,0.572464,0.000008,0.715760,63.000000,
0.471014,0.701966,0.572464,0.000006,0.733169,72.000000,
0.528986,0.680590,0.572464,0.000003,0.695434,81.000000,
0.528986,0.683155,0.572464,0.000001,0.719780,90.000000,
0.528986,0.684683,0.572464,0.000000,0.742400,96.000000,
