val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.757090,0.471014,0.000020,0.716036,9.000000,
0.471014,0.717109,0.471014,0.000018,0.692233,18.000000,
0.471014,0.719499,0.471014,0.000016,0.693134,27.000000,
0.594203,0.678971,0.594203,0.000014,0.691772,36.000000,
0.608696,0.662838,0.608696,0.000012,0.686399,45.000000,
0.623188,0.649887,0.623188,0.000010,0.683318,54.000000,
0.601449,0.656304,0.623188,0.000008,0.673164,63.000000,
0.601449,0.644067,0.623188,0.000006,0.629176,72.000000,
0.615942,0.638236,0.623188,0.000003,0.627202,81.000000,
0.637681,0.626678,0.637681,0.000001,0.614686,90.000000,
0.623188,0.628766,0.637681,0.000000,0.609355,96.000000,
