val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.628614,0.528986,0.000020,0.796304,9.000000,
0.471014,1.025280,0.528986,0.000018,0.816018,18.000000,
0.579710,0.588870,0.579710,0.000016,0.744558,27.000000,
0.536232,0.712125,0.579710,0.000014,0.718107,36.000000,
0.644928,0.562993,0.644928,0.000012,0.569908,45.000000,
0.630435,0.581196,0.644928,0.000010,0.532701,54.000000,
0.637681,0.565594,0.644928,0.000008,0.549748,63.000000,
0.637681,0.570562,0.644928,0.000006,0.360012,72.000000,
0.637681,0.599979,0.644928,0.000003,0.323191,81.000000,
0.630435,0.615527,0.644928,0.000001,0.332478,90.000000,
0.630435,0.616858,0.644928,0.000000,0.351472,96.000000,
