val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.025415,0.674279,0.025415,0.000020,0.866211,9.000000,
0.000000,0.669974,0.025415,0.000018,0.605954,18.000000,
0.000000,0.643121,0.025415,0.000016,0.584311,27.000000,
0.000000,0.637495,0.025415,0.000014,0.544744,36.000000,
0.161403,0.691308,0.161403,0.000012,0.460755,45.000000,
0.408464,0.602118,0.408464,0.000010,0.457314,54.000000,
0.433146,0.533266,0.433146,0.000008,0.483783,63.000000,
0.430295,0.677902,0.433146,0.000006,0.373543,72.000000,
0.452284,0.658877,0.452284,0.000003,0.284130,81.000000,
0.463557,0.659742,0.463557,0.000001,0.295863,90.000000,
0.463477,0.669645,0.463557,0.000000,0.283605,96.000000,
