val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.687363,0.528986,0.000020,0.718444,9.000000,
0.565217,0.676203,0.565217,0.000018,0.712397,18.000000,
0.471014,0.817558,0.565217,0.000016,0.704741,27.000000,
0.543478,0.689196,0.565217,0.000014,0.720063,36.000000,
0.601449,0.601512,0.601449,0.000012,0.673315,45.000000,
0.565217,0.616677,0.601449,0.000010,0.659477,54.000000,
0.572464,0.641507,0.601449,0.000008,0.672814,63.000000,
0.579710,0.603262,0.601449,0.000006,0.548043,72.000000,
0.579710,0.626957,0.601449,0.000003,0.517137,81.000000,
0.652174,0.591923,0.652174,0.000001,0.542762,90.000000,
0.623188,0.586855,0.652174,0.000000,0.465042,96.000000,
