val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.586957,0.607859,0.586957,0.000020,0.735141,9.000000,
0.594203,0.626772,0.594203,0.000018,0.669678,18.000000,
0.644928,0.592011,0.644928,0.000016,0.662271,27.000000,
0.623188,0.561419,0.644928,0.000014,0.596865,36.000000,
0.644928,0.636630,0.644928,0.000012,0.491035,45.000000,
0.644928,0.650120,0.644928,0.000010,0.505839,54.000000,
0.673913,0.560199,0.673913,0.000008,0.479454,63.000000,
0.681159,0.553095,0.681159,0.000006,0.338378,72.000000,
0.659420,0.574813,0.681159,0.000003,0.282530,81.000000,
0.688406,0.604443,0.688406,0.000001,0.295106,90.000000,
0.695652,0.602644,0.695652,0.000000,0.287498,96.000000,
