val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.720429,1.000000,
0.471014,0.748082,0.471014,0.000018,0.686021,2.000000,
0.471014,0.735707,0.471014,0.000016,0.705232,3.000000,
0.471014,0.714416,0.471014,0.000015,0.901755,4.000000,
0.471014,0.707904,0.471014,0.000013,0.700960,5.000000,
0.471014,0.775091,0.471014,0.000011,0.701866,6.000000,
0.471014,0.772847,0.471014,0.000009,0.710532,7.000000,
0.471014,0.772847,0.471014,0.000007,0.962884,8.000000,
0.471014,0.733852,0.471014,0.000005,0.723655,9.000000,
0.471014,0.754601,0.471014,0.000004,0.695450,10.000000,
0.471014,0.746552,0.471014,0.000002,0.640923,11.000000,
0.471014,0.736495,0.471014,0.000000,0.608407,12.000000,
