val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.396051,0.556846,0.396051,0.000020,0.610361,9.000000,
0.376172,0.555566,0.396051,0.000018,0.558388,18.000000,
0.000000,0.670604,0.396051,0.000016,0.554904,27.000000,
0.282687,0.768227,0.396051,0.000014,0.468543,36.000000,
0.475425,0.487511,0.475425,0.000012,0.447170,45.000000,
0.323584,0.755235,0.475425,0.000010,0.381786,54.000000,
0.388638,0.557280,0.475425,0.000008,0.350174,63.000000,
0.406416,0.675757,0.475425,0.000006,0.244179,72.000000,
0.446190,0.774283,0.475425,0.000003,0.313154,81.000000,
0.429917,0.749421,0.475425,0.000001,0.252306,90.000000,
0.441105,0.724411,0.475425,0.000000,0.268531,96.000000,
