val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.670178,0.000000,0.000020,0.758461,9.000000,
0.000000,0.667259,0.000000,0.000018,0.664330,18.000000,
0.000000,0.663391,0.000000,0.000016,0.656471,27.000000,
0.000000,0.707287,0.000000,0.000014,0.619264,36.000000,
0.000000,0.662521,0.000000,0.000012,0.644509,45.000000,
0.000000,0.677385,0.000000,0.000010,0.638275,54.000000,
0.000000,0.679230,0.000000,0.000008,0.619692,63.000000,
0.000000,0.668140,0.000000,0.000006,0.655076,72.000000,
0.000000,0.677899,0.000000,0.000003,0.582615,81.000000,
0.000000,0.683281,0.000000,0.000001,0.621828,90.000000,
0.000000,0.685433,0.000000,0.000000,0.634866,96.000000,
