val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.463768,0.776383,0.463768,0.000020,0.712226,1.000000,
0.463768,0.766831,0.463768,0.000018,0.750352,2.000000,
0.463768,0.759112,0.463768,0.000016,0.729628,3.000000,
0.463768,0.752010,0.463768,0.000015,0.840506,4.000000,
0.463768,0.745140,0.463768,0.000013,0.725353,5.000000,
0.463768,0.741669,0.463768,0.000011,0.669909,6.000000,
0.463768,0.737685,0.463768,0.000009,0.711252,7.000000,
0.471014,0.733022,0.471014,0.000007,0.762191,8.000000,
0.463768,0.729627,0.471014,0.000005,0.678906,9.000000,
0.456522,0.727692,0.471014,0.000004,0.687023,10.000000,
0.456522,0.726334,0.471014,0.000002,0.724676,11.000000,
0.456522,0.725852,0.471014,0.000000,0.634447,12.000000,
