val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.463768,0.776383,0.463768,0.000020,0.712226,1.000000,
0.463768,0.731824,0.463768,0.000018,0.750352,2.000000,
0.471014,0.729451,0.471014,0.000016,0.728451,3.000000,
0.521739,0.689142,0.521739,0.000015,0.876637,4.000000,
0.528986,0.669105,0.528986,0.000013,0.677674,5.000000,
0.528986,0.672270,0.528986,0.000011,0.740586,6.000000,
0.528986,0.671834,0.528986,0.000009,0.707986,7.000000,
0.528986,0.670006,0.528986,0.000007,0.755228,8.000000,
0.528986,0.670070,0.528986,0.000005,0.681934,9.000000,
0.528986,0.671426,0.528986,0.000004,0.704575,10.000000,
0.528986,0.672190,0.528986,0.000002,0.723216,11.000000,
0.528986,0.672985,0.528986,0.000000,0.737180,12.000000,
