val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.819468,0.000000,0.000020,0.734376,9.000000,
0.288969,0.683600,0.288969,0.000018,0.585253,18.000000,
0.324584,0.634742,0.324584,0.000016,0.535362,27.000000,
0.440842,0.568770,0.440842,0.000014,0.413601,36.000000,
0.342833,0.872904,0.440842,0.000012,0.352018,45.000000,
0.484575,0.548065,0.484575,0.000010,0.279379,54.000000,
0.371408,0.836289,0.484575,0.000008,0.322216,63.000000,
0.376039,0.808730,0.484575,0.000006,0.207359,72.000000,
0.472305,0.699051,0.484575,0.000003,0.134854,81.000000,
0.459854,0.711000,0.484575,0.000001,0.194162,90.000000,
0.457269,0.732804,0.484575,0.000000,0.134260,96.000000,
