val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.485507,0.812301,0.485507,0.000020,0.716553,9.000000,
0.557971,0.749451,0.557971,0.000018,0.709374,18.000000,
0.485507,0.843115,0.557971,0.000016,0.726353,27.000000,
0.652174,0.543569,0.652174,0.000014,0.621748,36.000000,
0.659420,0.539267,0.659420,0.000012,0.537876,45.000000,
0.702899,0.557614,0.702899,0.000010,0.514426,54.000000,
0.681159,0.602874,0.702899,0.000008,0.513954,63.000000,
0.673913,0.611567,0.702899,0.000006,0.363861,72.000000,
0.710145,0.625235,0.710145,0.000003,0.347561,81.000000,
0.688406,0.620060,0.710145,0.000001,0.313171,90.000000,
0.695652,0.625595,0.710145,0.000000,0.349492,96.000000,
