val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.817729,1.000000,
0.471014,1.015838,0.471014,0.000018,1.039790,2.000000,
0.478261,0.896097,0.478261,0.000016,0.780269,3.000000,
0.478261,0.882334,0.478261,0.000015,0.458156,4.000000,
0.601449,0.639497,0.601449,0.000013,0.823443,5.000000,
0.543478,0.646232,0.601449,0.000011,0.670658,6.000000,
0.557971,0.609099,0.601449,0.000009,1.016237,7.000000,
0.543478,0.632284,0.601449,0.000007,0.790691,8.000000,
0.572464,0.687303,0.601449,0.000005,0.576030,9.000000,
0.528986,0.698265,0.601449,0.000004,0.544074,10.000000,
0.550725,0.702427,0.601449,0.000002,0.578038,11.000000,
0.543478,0.716977,0.601449,0.000000,0.566878,12.000000,
