val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.044610,0.673428,0.044610,0.000020,0.623059,9.000000,
-0.015752,0.690438,0.044610,0.000018,0.708627,18.000000,
-0.050893,0.685018,0.044610,0.000016,0.693455,27.000000,
0.000000,0.677702,0.044610,0.000014,0.660598,36.000000,
0.000000,0.740966,0.044610,0.000012,0.625563,45.000000,
0.000000,0.667056,0.044610,0.000010,0.642142,54.000000,
0.000000,0.669538,0.044610,0.000008,0.606462,63.000000,
0.000000,0.696105,0.044610,0.000006,0.639060,72.000000,
0.000000,0.685905,0.044610,0.000003,0.642727,81.000000,
0.000000,0.674467,0.044610,0.000001,0.613650,90.000000,
0.000000,0.674355,0.044610,0.000000,0.616614,96.000000,
