val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.675143,0.557971,0.000020,0.718587,1.000000,
0.471014,1.096004,0.557971,0.000018,0.696379,2.000000,
0.471014,0.946842,0.557971,0.000016,0.848543,3.000000,
0.543478,0.701907,0.557971,0.000015,0.763185,4.000000,
0.586957,0.677171,0.586957,0.000013,0.564893,5.000000,
0.579710,0.641058,0.586957,0.000011,0.586008,6.000000,
0.550725,0.646843,0.586957,0.000009,0.534828,7.000000,
0.601449,0.660662,0.601449,0.000007,0.625509,8.000000,
0.572464,0.661272,0.601449,0.000005,0.506889,9.000000,
0.557971,0.673969,0.601449,0.000004,0.436670,10.000000,
0.536232,0.694248,0.601449,0.000002,0.470239,11.000000,
0.521739,0.708066,0.601449,0.000000,0.474358,12.000000,
