val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.757494,1.000000,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000018,3.170524,2.000000,
0.352568,0.649033,0.500800,2.105011,0.649033,0.000016,3.266154,3.000000,
0.361794,0.693059,0.527426,2.085714,0.693059,0.000015,3.138661,4.000000,
0.373038,0.708033,0.540536,2.062395,0.708033,0.000013,2.586487,5.000000,
0.390935,0.719080,0.555008,2.032844,0.719080,0.000011,2.962147,6.000000,
0.403244,0.720763,0.562003,2.008382,0.720763,0.000009,2.984399,7.000000,
0.411405,0.731239,0.571322,1.989954,0.731239,0.000007,1.310980,8.000000,
0.417959,0.735793,0.576876,1.975121,0.735793,0.000005,2.938412,9.000000,
0.426452,0.735889,0.581170,1.960551,0.735889,0.000004,2.433249,10.000000,
0.431630,0.737241,0.584435,1.951096,0.737241,0.000002,3.069100,11.000000,
0.434889,0.737501,0.586195,1.945750,0.737501,0.000000,2.789283,12.000000,
