val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.772205,0.000000,0.000020,0.741853,9.000000,
0.174219,0.683949,0.174219,0.000018,0.571949,18.000000,
0.382338,0.547079,0.382338,0.000016,0.546964,27.000000,
0.414234,0.552684,0.414234,0.000014,0.346977,36.000000,
0.388321,0.695277,0.414234,0.000012,0.298569,45.000000,
0.455319,0.551188,0.455319,0.000010,0.328313,54.000000,
0.426293,0.715157,0.455319,0.000008,0.337757,63.000000,
0.425865,0.613045,0.455319,0.000006,0.253466,72.000000,
0.442351,0.649079,0.455319,0.000003,0.150393,81.000000,
0.455801,0.693430,0.455801,0.000001,0.135224,90.000000,
0.448448,0.713075,0.455801,0.000000,0.142042,96.000000,
