val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.716314,0.478261,0.000020,0.768051,9.000000,
0.478261,0.739914,0.478261,0.000018,0.727573,18.000000,
0.471014,0.788424,0.478261,0.000016,0.705294,27.000000,
0.471014,0.757510,0.478261,0.000014,0.726634,36.000000,
0.528986,0.664740,0.528986,0.000012,0.716941,45.000000,
0.528986,0.653321,0.528986,0.000010,0.706079,54.000000,
0.528986,0.668685,0.528986,0.000008,0.776673,63.000000,
0.471014,0.813797,0.528986,0.000006,0.713535,72.000000,
0.471014,0.730648,0.528986,0.000003,0.709951,81.000000,
0.471014,0.703513,0.528986,0.000001,0.690263,90.000000,
0.471014,0.699001,0.528986,0.000000,0.692059,96.000000,
