val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000020,5.889698,1.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000018,8.388718,2.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000016,8.133726,3.000000,
0.219940,-0.093867,0.063037,6.066405,0.184183,0.000015,7.172665,4.000000,
0.255023,0.173175,0.214099,5.567772,0.184183,0.000013,8.543571,5.000000,
0.130959,0.134252,0.132606,5.416367,0.184183,0.000011,5.582183,6.000000,
0.130959,0.134252,0.132606,5.416367,0.184183,0.000009,6.762331,7.000000,
0.166371,0.148080,0.157225,4.328902,0.184183,0.000007,3.865141,8.000000,
0.392732,0.411527,0.402130,3.513132,0.411527,0.000005,4.824675,9.000000,
0.420040,0.483761,0.451901,3.126498,0.483761,0.000004,4.169332,10.000000,
0.413686,0.532185,0.472935,2.855335,0.532185,0.000002,3.590969,11.000000,
0.413686,0.532185,0.472935,2.855335,0.532185,0.000000,5.270661,12.000000,
