val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.011235,0.771544,-0.011235,0.000020,0.479871,1.000000,
-0.011235,0.771544,-0.011235,0.000018,0.646906,2.000000,
-0.002731,0.763286,-0.002731,0.000016,0.948911,3.000000,
-0.057887,0.741896,-0.002731,0.000015,0.547874,4.000000,
-0.057887,0.741896,-0.002731,0.000013,0.625072,5.000000,
0.053123,0.720151,0.053123,0.000011,0.707206,6.000000,
0.045658,0.710785,0.053123,0.000009,0.641612,7.000000,
0.041545,0.707062,0.053123,0.000007,0.585371,8.000000,
0.021576,0.704334,0.053123,0.000005,0.553133,9.000000,
0.019514,0.706023,0.053123,0.000004,0.697069,10.000000,
0.004264,0.708694,0.053123,0.000002,0.547742,11.000000,
0.017331,0.709379,0.053123,0.000000,0.254543,12.000000,
