val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.011235,0.771544,-0.011235,0.000020,0.812684,1.000000,
0.012883,0.829029,0.012883,0.000018,0.731926,2.000000,
0.030192,0.665781,0.030192,0.000016,0.891378,3.000000,
0.000000,0.664839,0.030192,0.000015,0.764739,4.000000,
0.000000,0.662090,0.030192,0.000013,0.630036,5.000000,
0.000000,0.667163,0.030192,0.000011,0.624992,6.000000,
-0.018406,0.783896,0.030192,0.000009,0.667616,7.000000,
-0.041175,0.957617,0.030192,0.000007,0.786467,8.000000,
-0.041175,0.957617,0.030192,0.000005,1.013924,9.000000,
-0.046251,0.867080,0.030192,0.000004,1.085047,10.000000,
-0.052800,0.790736,0.030192,0.000002,0.750290,11.000000,
-0.068515,0.764788,0.030192,0.000000,0.589629,12.000000,
