val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.615942,0.621214,0.615942,0.000020,0.727441,9.000000,
0.521739,0.879458,0.615942,0.000018,0.673635,18.000000,
0.652174,0.616747,0.652174,0.000016,0.779111,27.000000,
0.543478,0.656376,0.652174,0.000014,0.712884,36.000000,
0.608696,0.722485,0.652174,0.000012,0.674492,45.000000,
0.637681,0.580136,0.652174,0.000010,0.578971,54.000000,
0.659420,0.594768,0.659420,0.000008,0.509744,63.000000,
0.666667,0.621573,0.666667,0.000006,0.409213,72.000000,
0.652174,0.648089,0.666667,0.000003,0.351391,81.000000,
0.673913,0.675316,0.673913,0.000001,0.295344,90.000000,
0.666667,0.672887,0.673913,0.000000,0.348714,96.000000,
