val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.675067,0.478261,0.000020,0.729044,1.000000,
0.471014,1.037356,0.478261,0.000018,0.725969,2.000000,
0.463768,0.925542,0.478261,0.000016,0.743997,3.000000,
0.521739,0.739207,0.521739,0.000015,0.767669,4.000000,
0.543478,0.656787,0.543478,0.000013,0.603097,5.000000,
0.543478,0.658579,0.543478,0.000011,0.607351,6.000000,
0.507246,0.678347,0.543478,0.000009,0.613587,7.000000,
0.507246,0.741886,0.543478,0.000007,0.826685,8.000000,
0.521739,0.815830,0.543478,0.000005,0.521667,9.000000,
0.514493,0.851319,0.543478,0.000004,0.497448,10.000000,
0.514493,0.856553,0.543478,0.000002,0.551925,11.000000,
0.514493,0.848242,0.543478,0.000000,0.757311,12.000000,
