val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.029326,0.666652,-0.029326,0.000020,0.646935,9.000000,
0.004004,0.674263,0.004004,0.000018,0.604119,18.000000,
0.000000,0.675790,0.004004,0.000016,0.626010,27.000000,
0.000000,0.713021,0.004004,0.000014,0.644944,36.000000,
0.000000,0.670512,0.004004,0.000012,0.624060,45.000000,
0.000000,0.703230,0.004004,0.000010,0.600659,54.000000,
0.000000,0.678952,0.004004,0.000008,0.664190,63.000000,
0.000000,0.677484,0.004004,0.000006,0.588516,72.000000,
0.000000,0.679649,0.004004,0.000003,0.609100,81.000000,
0.000000,0.686403,0.004004,0.000001,0.606115,90.000000,
0.000000,0.684184,0.004004,0.000000,0.613820,96.000000,
