val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.519343,1.000000,
0.019381,0.675671,0.019381,0.000018,0.658283,2.000000,
0.121716,0.648583,0.121716,0.000016,0.644802,3.000000,
0.121716,0.648583,0.121716,0.000015,0.515410,4.000000,
0.151948,0.638832,0.151948,0.000013,0.452608,5.000000,
0.180240,0.646199,0.180240,0.000011,0.394888,6.000000,
0.180240,0.646199,0.180240,0.000009,0.430899,7.000000,
0.253199,0.609009,0.253199,0.000007,0.733256,8.000000,
0.286096,0.590479,0.286096,0.000005,0.339850,9.000000,
0.304355,0.606309,0.304355,0.000004,0.307684,10.000000,
0.259964,0.616187,0.304355,0.000002,0.288407,11.000000,
0.274902,0.616922,0.304355,0.000000,0.417680,12.000000,
