val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000020,5.340338,1.000000,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000018,7.616714,2.000000,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000016,7.683229,3.000000,
0.486031,0.439730,0.462880,2.025711,0.439730,0.000015,6.027607,4.000000,
0.599804,0.610242,0.605023,2.379752,0.610242,0.000013,2.594000,5.000000,
0.703071,0.731015,0.717043,2.772717,0.731015,0.000011,1.672659,6.000000,
0.758540,0.772999,0.765769,2.358475,0.772999,0.000009,2.397114,7.000000,
0.782972,0.789521,0.786247,1.822414,0.789521,0.000007,3.204804,8.000000,
0.791772,0.794304,0.793038,1.412202,0.794304,0.000005,1.605147,9.000000,
0.795610,0.797894,0.796752,1.196206,0.797894,0.000004,1.064019,10.000000,
0.796462,0.799718,0.798090,1.109556,0.799718,0.000002,0.865894,11.000000,
0.796281,0.799478,0.797879,1.085531,0.799718,0.000000,0.463229,12.000000,
