val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.261386,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,3.937555,2.000000,
0.352979,0.127525,0.240252,2.828860,0.460947,0.000016,3.433424,3.000000,
0.362096,0.206515,0.284305,2.601043,0.460947,0.000015,3.787382,4.000000,
0.413436,0.459268,0.436352,2.302593,0.460947,0.000013,3.721529,5.000000,
0.472609,0.684873,0.578741,1.987169,0.684873,0.000011,2.916915,6.000000,
0.456537,0.604724,0.530630,1.801182,0.684873,0.000009,1.697319,7.000000,
0.456537,0.604724,0.530630,1.801182,0.684873,0.000007,2.888912,8.000000,
0.555673,0.712544,0.634108,1.584734,0.712544,0.000005,2.099535,9.000000,
0.585512,0.606342,0.595927,1.461768,0.712544,0.000004,1.591208,10.000000,
0.621820,0.624834,0.623327,1.357341,0.712544,0.000002,1.901005,11.000000,
0.621820,0.624834,0.623327,1.357341,0.712544,0.000000,1.406959,12.000000,
