val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.666068,0.543478,0.000020,0.721064,9.000000,
0.528986,0.650637,0.543478,0.000018,0.707345,18.000000,
0.521739,0.702287,0.543478,0.000016,0.742889,27.000000,
0.471014,0.741281,0.543478,0.000014,0.728289,36.000000,
0.528986,0.665649,0.543478,0.000012,0.682876,45.000000,
0.528986,0.649133,0.543478,0.000010,0.683574,54.000000,
0.471014,0.725337,0.543478,0.000008,0.726472,63.000000,
0.471014,0.719513,0.543478,0.000006,0.701287,72.000000,
0.528986,0.689058,0.543478,0.000003,0.701017,81.000000,
0.528986,0.684923,0.543478,0.000001,0.702826,90.000000,
0.528986,0.686687,0.543478,0.000000,0.701576,96.000000,
