val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.041514,0.671046,-0.041514,0.000020,0.815768,9.000000,
0.000000,0.651214,0.000000,0.000018,0.644450,18.000000,
0.000000,0.648185,0.000000,0.000016,0.601632,27.000000,
0.113798,0.597139,0.113798,0.000014,0.528909,36.000000,
0.337945,0.718341,0.337945,0.000012,0.481874,45.000000,
0.370308,0.633530,0.370308,0.000010,0.435274,54.000000,
0.401154,0.640093,0.401154,0.000008,0.441835,63.000000,
0.415343,0.701807,0.415343,0.000006,0.325663,72.000000,
0.408045,0.652961,0.415343,0.000003,0.316779,81.000000,
0.450254,0.623964,0.450254,0.000001,0.316984,90.000000,
0.445409,0.623649,0.450254,0.000000,0.204040,96.000000,
