val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.634395,0.557971,0.000020,0.689757,9.000000,
0.630435,0.565562,0.630435,0.000018,0.718731,18.000000,
0.608696,0.575535,0.630435,0.000016,0.678376,27.000000,
0.652174,0.548998,0.652174,0.000014,0.637048,36.000000,
0.688406,0.575234,0.688406,0.000012,0.431217,45.000000,
0.652174,0.623096,0.688406,0.000010,0.532220,54.000000,
0.637681,0.618465,0.688406,0.000008,0.474578,63.000000,
0.644928,0.607782,0.688406,0.000006,0.356103,72.000000,
0.630435,0.627882,0.688406,0.000003,0.247875,81.000000,
0.652174,0.614502,0.688406,0.000001,0.307215,90.000000,
0.652174,0.612589,0.688406,0.000000,0.271907,96.000000,
