val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.789983,0.471014,0.000020,0.736091,9.000000,
0.471014,0.738427,0.471014,0.000018,0.684662,18.000000,
0.471014,0.732559,0.471014,0.000016,0.723247,27.000000,
0.514493,0.722534,0.514493,0.000014,0.600637,36.000000,
0.615942,0.672340,0.615942,0.000012,0.640397,45.000000,
0.586957,0.676467,0.615942,0.000010,0.588618,54.000000,
0.652174,0.639792,0.652174,0.000008,0.601952,63.000000,
0.637681,0.676910,0.652174,0.000006,0.531476,72.000000,
0.652174,0.670305,0.652174,0.000003,0.548679,81.000000,
0.659420,0.655678,0.659420,0.000001,0.523650,90.000000,
0.666667,0.653101,0.666667,0.000000,0.464997,96.000000,
