val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.716421,1.000000,
0.471014,0.792773,0.471014,0.000018,0.640122,2.000000,
0.471014,0.789812,0.471014,0.000016,0.678479,3.000000,
0.471014,0.785394,0.471014,0.000015,0.849217,4.000000,
0.471014,0.780189,0.471014,0.000013,0.680550,5.000000,
0.471014,0.776264,0.471014,0.000011,0.661606,6.000000,
0.471014,0.773570,0.471014,0.000009,0.684223,7.000000,
0.471014,0.773086,0.471014,0.000007,0.558682,8.000000,
0.471014,0.775482,0.471014,0.000005,0.623659,9.000000,
0.471014,0.777471,0.471014,0.000004,0.755363,10.000000,
0.471014,0.778914,0.471014,0.000002,0.725950,11.000000,
0.471014,0.779434,0.471014,0.000000,0.735097,12.000000,
