val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.692578,0.000000,0.000020,0.668656,9.000000,
-0.029326,0.641411,0.000000,0.000018,0.631164,18.000000,
0.102615,0.635326,0.102615,0.000016,0.575574,27.000000,
0.197111,0.671094,0.197111,0.000014,0.483723,36.000000,
0.400215,0.606456,0.400215,0.000012,0.436051,45.000000,
0.370780,0.662291,0.400215,0.000010,0.453693,54.000000,
0.435416,0.586842,0.435416,0.000008,0.444927,63.000000,
0.382807,0.683744,0.435416,0.000006,0.313329,72.000000,
0.452294,0.643227,0.452294,0.000003,0.309124,81.000000,
0.363667,0.709062,0.452294,0.000001,0.325783,90.000000,
0.363667,0.709051,0.452294,0.000000,0.264673,96.000000,
