val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.261386,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,3.937555,2.000000,
0.396071,0.417518,0.406795,2.927894,0.460947,0.000016,3.433424,3.000000,
0.375199,0.276660,0.325929,2.878746,0.460947,0.000015,3.997127,4.000000,
0.370040,0.243491,0.306766,2.826678,0.460947,0.000013,4.135016,5.000000,
0.369898,0.238061,0.303980,2.776937,0.460947,0.000011,3.461699,6.000000,
0.372290,0.255429,0.313859,2.733415,0.460947,0.000009,2.369817,7.000000,
0.382590,0.310382,0.346486,2.703486,0.460947,0.000007,2.123466,8.000000,
0.391489,0.358184,0.374837,2.678892,0.460947,0.000005,3.336236,9.000000,
0.397585,0.395269,0.396427,2.660587,0.460947,0.000004,2.800623,10.000000,
0.401478,0.419731,0.410605,2.647071,0.460947,0.000002,3.150357,11.000000,
0.403008,0.426922,0.414965,2.641154,0.460947,0.000000,2.890118,12.000000,
