val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.471754,0.529427,0.500590,2.689185,0.529427,0.000020,3.810708,9.000000,
0.667315,0.807451,0.737383,1.705930,0.807451,0.000018,2.849717,18.000000,
0.785350,0.822375,0.803862,0.952368,0.822375,0.000016,1.626704,27.000000,
0.825662,0.833540,0.829601,1.000853,0.833540,0.000014,0.888773,36.000000,
0.845890,0.850715,0.848302,0.747648,0.850715,0.000012,0.769334,45.000000,
0.854088,0.855856,0.854972,0.712057,0.855856,0.000010,0.690642,54.000000,
0.855748,0.858948,0.857348,0.750351,0.858948,0.000008,0.703418,63.000000,
0.858551,0.859025,0.858788,0.683971,0.859025,0.000006,0.504665,72.000000,
0.860797,0.862164,0.861480,0.661190,0.862164,0.000003,0.446100,81.000000,
0.864841,0.866632,0.865736,0.645170,0.866632,0.000001,0.422782,90.000000,
0.865298,0.867505,0.866401,0.654358,0.867505,0.000000,0.483955,96.000000,
