val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000020,9.704393,1.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000018,9.322931,2.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000016,6.312763,3.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000015,15.941406,4.000000,
0.260891,0.123021,0.191956,5.876644,0.184183,0.000013,10.246874,5.000000,
0.291542,0.223632,0.257587,5.242780,0.223632,0.000011,8.647473,6.000000,
0.382744,0.357463,0.370103,4.419073,0.357463,0.000009,5.868212,7.000000,
0.479803,0.523426,0.501615,3.379610,0.523426,0.000007,8.191528,8.000000,
0.380155,0.390365,0.385260,2.945823,0.523426,0.000005,4.865678,9.000000,
0.320691,0.245684,0.283188,2.735192,0.523426,0.000004,4.804992,10.000000,
0.340904,0.325091,0.332997,2.572201,0.523426,0.000002,3.788021,11.000000,
0.356904,0.390172,0.373538,2.490093,0.523426,0.000000,3.351945,12.000000,
