val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.856864,0.000000,0.000020,1.027495,1.000000,
0.000000,0.844025,0.000000,0.000018,0.899642,2.000000,
0.000000,1.105370,0.000000,0.000016,0.540192,3.000000,
0.000000,1.200317,0.000000,0.000015,0.627883,4.000000,
0.000000,1.116980,0.000000,0.000013,0.782590,5.000000,
0.000000,0.964541,0.000000,0.000011,0.638923,6.000000,
0.000000,0.812750,0.000000,0.000009,0.442954,7.000000,
0.065575,0.759040,0.065575,0.000007,0.112968,8.000000,
0.065575,0.735072,0.065575,0.000005,0.270846,9.000000,
0.092826,0.704222,0.092826,0.000004,0.472197,10.000000,
0.113798,0.684638,0.113798,0.000002,0.367147,11.000000,
0.147197,0.676116,0.147197,0.000000,0.395230,12.000000,
