val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.675067,0.478261,0.000020,0.698975,1.000000,
0.528986,0.677056,0.528986,0.000018,0.664945,2.000000,
0.521739,0.627655,0.528986,0.000016,1.037134,3.000000,
0.528986,0.703863,0.528986,0.000015,1.011153,4.000000,
0.463768,0.871738,0.528986,0.000013,0.574319,5.000000,
0.463768,0.886250,0.528986,0.000011,0.528578,6.000000,
0.492754,0.780016,0.528986,0.000009,0.723281,7.000000,
0.572464,0.675569,0.572464,0.000007,0.714341,8.000000,
0.565217,0.638940,0.572464,0.000005,0.508587,9.000000,
0.579710,0.631425,0.579710,0.000004,0.454770,10.000000,
0.579710,0.626614,0.579710,0.000002,0.444845,11.000000,
0.579710,0.622999,0.579710,0.000000,0.434271,12.000000,
