val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.635749,0.557971,0.000020,0.820953,9.000000,
0.579710,0.680161,0.579710,0.000018,0.697204,18.000000,
0.608696,0.569777,0.608696,0.000016,0.673336,27.000000,
0.659420,0.567122,0.659420,0.000014,0.631161,36.000000,
0.659420,0.542942,0.659420,0.000012,0.563851,45.000000,
0.673913,0.546722,0.673913,0.000010,0.489289,54.000000,
0.652174,0.668308,0.673913,0.000008,0.533635,63.000000,
0.681159,0.581070,0.681159,0.000006,0.354987,72.000000,
0.695652,0.588106,0.695652,0.000003,0.311715,81.000000,
0.702899,0.592830,0.702899,0.000001,0.336079,90.000000,
0.695652,0.589819,0.702899,0.000000,0.310496,96.000000,
