val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.565217,0.688997,0.565217,0.000020,0.723843,9.000000,
0.514493,0.695842,0.565217,0.000018,0.697608,18.000000,
0.528986,0.643591,0.565217,0.000016,0.703312,27.000000,
0.471014,0.761372,0.565217,0.000014,0.697665,36.000000,
0.579710,0.692600,0.579710,0.000012,0.721142,45.000000,
0.528986,0.684775,0.579710,0.000010,0.704631,54.000000,
0.471014,0.711422,0.579710,0.000008,0.705036,63.000000,
0.471014,0.701292,0.579710,0.000006,0.708250,72.000000,
0.543478,0.684615,0.579710,0.000003,0.709496,81.000000,
0.536232,0.671573,0.579710,0.000001,0.703584,90.000000,
0.536232,0.667684,0.579710,0.000000,0.685724,96.000000,
