val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.653815,0.528986,0.000020,0.827901,1.000000,
0.471014,1.564044,0.528986,0.000018,0.973857,2.000000,
0.471014,1.810743,0.528986,0.000016,1.314775,3.000000,
0.471014,1.643849,0.528986,0.000015,1.150803,4.000000,
0.471014,1.279421,0.528986,0.000013,1.032927,5.000000,
0.471014,0.930710,0.528986,0.000011,0.891417,6.000000,
0.536232,0.706298,0.536232,0.000009,0.708814,7.000000,
0.543478,0.630845,0.543478,0.000007,0.682695,8.000000,
0.521739,0.621419,0.543478,0.000005,0.612135,9.000000,
0.528986,0.620995,0.543478,0.000004,0.636551,10.000000,
0.521739,0.620480,0.543478,0.000002,0.648883,11.000000,
0.521739,0.620137,0.543478,0.000000,0.288470,12.000000,
