val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.636253,0.594203,0.000020,0.730695,9.000000,
0.565217,0.671286,0.594203,0.000018,0.660984,18.000000,
0.586957,0.587455,0.594203,0.000016,0.703922,27.000000,
0.594203,0.583304,0.594203,0.000014,0.626119,36.000000,
0.637681,0.559778,0.637681,0.000012,0.536912,45.000000,
0.652174,0.635274,0.652174,0.000010,0.438155,54.000000,
0.608696,0.685160,0.652174,0.000008,0.475271,63.000000,
0.681159,0.731471,0.681159,0.000006,0.357739,72.000000,
0.637681,0.724666,0.681159,0.000003,0.282314,81.000000,
0.652174,0.732270,0.681159,0.000001,0.327702,90.000000,
0.666667,0.722930,0.681159,0.000000,0.281965,96.000000,
