val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,9.816191,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,9.369923,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,7.676267,3.000000,
0.102981,-0.033348,0.034816,6.282358,0.137363,0.000015,10.688292,4.000000,
0.040521,-0.187312,-0.073396,6.132121,0.137363,0.000013,8.299364,5.000000,
0.027314,-0.175921,-0.074304,5.916577,0.137363,0.000011,8.971812,6.000000,
0.066712,-0.128927,-0.031107,5.656401,0.137363,0.000009,8.855700,7.000000,
0.092756,-0.110159,-0.008702,5.463391,0.137363,0.000007,6.379217,8.000000,
0.132087,-0.069369,0.031359,5.284511,0.137363,0.000005,7.888240,9.000000,
0.159849,-0.035266,0.062292,5.152797,0.137363,0.000004,6.448962,10.000000,
0.182755,-0.001515,0.090620,5.061286,0.137363,0.000002,6.801735,11.000000,
0.182755,-0.001515,0.090620,5.061286,0.137363,0.000000,14.754424,12.000000,
