val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.601449,0.643672,0.601449,0.000020,0.721083,9.000000,
0.579710,0.611898,0.601449,0.000018,0.714670,18.000000,
0.528986,0.634997,0.601449,0.000016,0.742796,27.000000,
0.543478,0.700840,0.601449,0.000014,0.691314,36.000000,
0.471014,0.733067,0.601449,0.000012,0.714097,45.000000,
0.471014,0.704038,0.601449,0.000010,0.712210,54.000000,
0.514493,0.695211,0.601449,0.000008,0.701984,63.000000,
0.485507,0.755592,0.601449,0.000006,0.688713,72.000000,
0.528986,0.661980,0.601449,0.000003,0.700328,81.000000,
0.471014,0.737538,0.601449,0.000001,0.704422,90.000000,
0.471014,0.742993,0.601449,0.000000,0.693275,96.000000,
