val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.788542,0.471014,0.000020,0.733199,9.000000,
0.471014,0.708091,0.471014,0.000018,0.711912,18.000000,
0.471014,0.687026,0.471014,0.000016,0.695541,27.000000,
0.492754,0.736623,0.492754,0.000014,0.675057,36.000000,
0.579710,0.674691,0.579710,0.000012,0.670319,45.000000,
0.565217,0.648524,0.579710,0.000010,0.635796,54.000000,
0.644928,0.659686,0.644928,0.000008,0.652743,63.000000,
0.615942,0.629212,0.644928,0.000006,0.605012,72.000000,
0.652174,0.628981,0.652174,0.000003,0.562178,81.000000,
0.659420,0.627059,0.659420,0.000001,0.539252,90.000000,
0.666667,0.625428,0.666667,0.000000,0.556611,96.000000,
