val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.011235,0.771544,-0.011235,0.000020,0.542487,1.000000,
0.000000,0.770709,0.000000,0.000018,0.474902,2.000000,
0.025656,0.727368,0.025656,0.000016,0.636050,3.000000,
0.025656,0.727368,0.025656,0.000015,1.054327,4.000000,
0.030192,0.687115,0.030192,0.000013,0.634683,5.000000,
-0.049731,0.698561,0.030192,0.000011,0.487883,6.000000,
0.025656,0.695833,0.030192,0.000009,0.476103,7.000000,
0.025656,0.695833,0.030192,0.000007,0.681207,8.000000,
-0.041514,0.700036,0.030192,0.000005,0.509858,9.000000,
0.000000,0.696807,0.030192,0.000004,0.621142,10.000000,
0.000000,0.699373,0.030192,0.000002,0.396028,11.000000,
0.000000,0.700286,0.030192,0.000000,0.501887,12.000000,
