val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.017420,0.688520,0.017420,0.000020,0.731385,1.000000,
0.000000,0.690596,0.017420,0.000018,0.687545,2.000000,
0.000000,0.690596,0.017420,0.000016,0.682393,3.000000,
0.051191,0.675590,0.051191,0.000015,0.692243,4.000000,
0.000000,0.697072,0.051191,0.000013,0.706233,5.000000,
0.000000,0.697072,0.051191,0.000011,0.680676,6.000000,
0.000000,0.697072,0.051191,0.000009,0.579360,7.000000,
0.000000,0.680566,0.051191,0.000007,0.769892,8.000000,
0.000000,0.670871,0.051191,0.000005,0.579438,9.000000,
0.000000,0.676528,0.051191,0.000004,0.607744,10.000000,
0.000000,0.669818,0.051191,0.000002,0.676162,11.000000,
0.000000,0.673534,0.051191,0.000000,0.447975,12.000000,
