val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000020,5.489740,1.000000,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000018,7.821830,2.000000,
0.254296,0.222423,0.238360,5.695974,0.222423,0.000016,8.127159,3.000000,
0.575310,0.560599,0.567955,2.011361,0.560599,0.000015,6.471305,4.000000,
0.630780,0.643029,0.636904,2.279199,0.643029,0.000013,3.238521,5.000000,
0.655538,0.659862,0.657700,2.742676,0.659862,0.000011,1.745248,6.000000,
0.684632,0.687729,0.686180,2.453356,0.687729,0.000009,1.429076,7.000000,
0.707937,0.710331,0.709134,2.000695,0.710331,0.000007,2.401272,8.000000,
0.721586,0.723265,0.722426,1.623277,0.723265,0.000005,1.447632,9.000000,
0.731027,0.732463,0.731745,1.446939,0.732463,0.000004,1.019519,10.000000,
0.739360,0.740790,0.740075,1.373187,0.740790,0.000002,0.986644,11.000000,
0.742978,0.744234,0.743606,1.355846,0.744234,0.000000,0.686767,12.000000,
