val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,9.816191,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,9.369923,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,7.676267,3.000000,
-0.064946,-0.260870,-0.162908,6.104499,0.137363,0.000015,10.688292,4.000000,
0.255508,0.106353,0.180930,4.894971,0.137363,0.000013,7.827083,5.000000,
0.283708,0.193684,0.238696,4.224490,0.193684,0.000011,7.249667,6.000000,
0.348872,0.433204,0.391038,3.437237,0.433204,0.000009,6.466851,7.000000,
0.340555,0.467251,0.403903,3.038650,0.467251,0.000007,4.247640,8.000000,
0.321438,0.390897,0.356167,2.675972,0.467251,0.000005,4.779616,9.000000,
0.310823,0.345756,0.328289,2.482815,0.467251,0.000004,3.447941,10.000000,
0.310823,0.345756,0.328289,2.482815,0.467251,0.000002,3.194510,11.000000,
0.323270,0.374477,0.348873,2.391222,0.467251,0.000000,8.200894,12.000000,
