val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000020,7.422559,1.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000018,8.802768,2.000000,
0.429908,0.390162,0.410035,1.863665,0.390162,0.000016,5.797191,3.000000,
0.566449,0.538638,0.552544,2.433881,0.538638,0.000015,2.944235,4.000000,
0.695318,0.689915,0.692617,2.237623,0.689915,0.000013,1.902694,5.000000,
0.765422,0.768776,0.767099,1.676534,0.768776,0.000011,1.896995,6.000000,
0.775067,0.787532,0.781299,1.253618,0.787532,0.000009,1.365952,7.000000,
0.770511,0.789448,0.779979,1.141417,0.789448,0.000007,1.148320,8.000000,
0.769943,0.790584,0.780263,1.082678,0.790584,0.000005,1.319060,9.000000,
0.774008,0.794765,0.784387,1.023413,0.794765,0.000004,0.695940,10.000000,
0.779368,0.799861,0.789614,0.984956,0.799861,0.000002,0.905906,11.000000,
0.781913,0.802275,0.792094,0.971975,0.802275,0.000000,0.886038,12.000000,
