val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.728405,1.000000,
0.478261,1.053552,0.478261,0.000018,0.939759,2.000000,
0.478261,0.848675,0.478261,0.000016,0.753924,3.000000,
0.471014,0.837890,0.478261,0.000015,0.497057,4.000000,
0.500000,0.749743,0.500000,0.000013,0.796100,5.000000,
0.514493,0.647799,0.514493,0.000011,0.599765,6.000000,
0.449275,0.688365,0.514493,0.000009,0.765114,7.000000,
0.492754,0.769038,0.514493,0.000007,0.726271,8.000000,
0.478261,0.794952,0.514493,0.000005,0.608535,9.000000,
0.514493,0.801950,0.514493,0.000004,0.665440,10.000000,
0.500000,0.808591,0.514493,0.000002,0.500549,11.000000,
0.500000,0.808591,0.514493,0.000000,0.685342,12.000000,
