val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.059265,0.663363,0.059265,0.000020,0.551946,9.000000,
0.214657,0.617475,0.214657,0.000018,0.572994,18.000000,
0.331272,0.603489,0.331272,0.000016,0.537897,27.000000,
0.319716,0.668748,0.331272,0.000014,0.480327,36.000000,
0.413352,0.590153,0.413352,0.000012,0.361977,45.000000,
0.383986,0.701301,0.413352,0.000010,0.308135,54.000000,
0.400215,0.628592,0.413352,0.000008,0.362616,63.000000,
0.402805,0.587330,0.413352,0.000006,0.258819,72.000000,
0.423880,0.663375,0.423880,0.000003,0.254490,81.000000,
0.419132,0.635301,0.423880,0.000001,0.259399,90.000000,
0.430594,0.631880,0.430594,0.000000,0.236544,96.000000,
