val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.653815,0.528986,0.000020,0.851978,1.000000,
0.471014,1.326107,0.528986,0.000018,0.715993,2.000000,
0.471014,1.463545,0.528986,0.000016,1.020983,3.000000,
0.471014,1.395403,0.528986,0.000015,0.622730,4.000000,
0.471014,1.080619,0.528986,0.000013,0.964462,5.000000,
0.471014,0.778009,0.528986,0.000011,0.841184,6.000000,
0.514493,0.673406,0.528986,0.000009,0.581446,7.000000,
0.514493,0.640118,0.528986,0.000007,0.386778,8.000000,
0.543478,0.635696,0.543478,0.000005,0.559616,9.000000,
0.528986,0.636421,0.543478,0.000004,0.499437,10.000000,
0.528986,0.638095,0.543478,0.000002,0.580798,11.000000,
0.514493,0.640049,0.543478,0.000000,0.667247,12.000000,
