val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000020,9.618888,1.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000018,12.538526,2.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000016,10.736704,3.000000,
0.560288,0.553791,0.557040,3.345505,0.553791,0.000015,13.121700,4.000000,
0.613345,0.604457,0.608901,1.670703,0.604457,0.000013,4.341980,5.000000,
0.722839,0.731816,0.727328,2.136533,0.731816,0.000011,1.843715,6.000000,
0.767533,0.769273,0.768403,2.155567,0.769273,0.000009,1.296925,7.000000,
0.790467,0.789472,0.789969,1.856086,0.789472,0.000007,3.327028,8.000000,
0.798593,0.795553,0.797073,1.475032,0.795553,0.000005,1.677742,9.000000,
0.800568,0.798479,0.799524,1.217905,0.798479,0.000004,1.052754,10.000000,
0.802079,0.800978,0.801529,1.109435,0.800978,0.000002,0.921910,11.000000,
0.802146,0.801920,0.802033,1.065966,0.801920,0.000000,0.134120,12.000000,
