val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.856864,0.000000,0.000020,0.823050,1.000000,
0.000000,0.840235,0.000000,0.000018,0.960615,2.000000,
0.000000,1.024600,0.000000,0.000016,0.761072,3.000000,
0.000000,1.076039,0.000000,0.000015,0.810944,4.000000,
0.000000,0.982617,0.000000,0.000013,0.866089,5.000000,
0.000000,0.847989,0.000000,0.000011,0.558682,6.000000,
0.000000,0.723687,0.000000,0.000009,0.668631,7.000000,
0.092826,0.659923,0.092826,0.000007,0.331274,8.000000,
0.214643,0.626352,0.214643,0.000005,0.478602,9.000000,
0.268543,0.619251,0.268543,0.000004,0.419750,10.000000,
0.220763,0.616293,0.268543,0.000002,0.504060,11.000000,
0.222305,0.615567,0.268543,0.000000,0.544856,12.000000,
