val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.331939,0.063270,0.197605,3.664183,0.063270,0.000020,5.677350,9.000000,
0.724534,0.633214,0.678874,1.194666,0.633214,0.000018,2.568688,18.000000,
0.698928,0.705013,0.701970,1.529964,0.705013,0.000016,1.819724,27.000000,
0.804280,0.787352,0.795816,1.025236,0.787352,0.000014,1.301831,36.000000,
0.800807,0.778758,0.789782,0.899061,0.787352,0.000012,1.056813,45.000000,
0.831517,0.829424,0.830471,0.720563,0.829424,0.000010,0.932893,54.000000,
0.827495,0.829786,0.828641,0.725935,0.829786,0.000008,0.928499,63.000000,
0.841925,0.846620,0.844273,0.745461,0.846620,0.000006,0.642444,72.000000,
0.857944,0.858877,0.858410,0.615104,0.858877,0.000003,0.599868,81.000000,
0.864622,0.865303,0.864962,0.580235,0.865303,0.000001,0.508562,90.000000,
0.864972,0.866198,0.865585,0.579553,0.866198,0.000000,0.509178,96.000000,
