val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,8.213387,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,7.595446,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,7.013973,3.000000,
0.114995,-0.087950,0.013522,6.311560,0.137363,0.000015,3.671895,4.000000,
0.093187,-0.202072,-0.054443,6.128933,0.137363,0.000013,8.309942,5.000000,
0.068943,-0.204729,-0.067893,5.929879,0.137363,0.000011,6.372288,6.000000,
0.144366,-0.067448,0.038459,5.647861,0.137363,0.000009,7.089879,7.000000,
0.167980,-0.015255,0.076363,5.486382,0.137363,0.000007,3.813998,8.000000,
0.180710,0.017912,0.099311,5.348499,0.137363,0.000005,6.651178,9.000000,
0.192836,0.046120,0.119478,5.233900,0.137363,0.000004,6.404550,10.000000,
0.204181,0.073349,0.138765,5.143902,0.137363,0.000002,4.915966,11.000000,
0.205865,0.077517,0.141691,5.113868,0.137363,0.000000,6.289300,12.000000,
