val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.630435,0.621985,0.630435,0.000020,0.700359,9.000000,
0.601449,0.683810,0.630435,0.000018,0.713719,18.000000,
0.666667,0.611576,0.666667,0.000016,0.690583,27.000000,
0.666667,0.558377,0.666667,0.000014,0.634102,36.000000,
0.644928,0.685159,0.666667,0.000012,0.543141,45.000000,
0.673913,0.591759,0.673913,0.000010,0.508525,54.000000,
0.695652,0.602492,0.695652,0.000008,0.481969,63.000000,
0.717391,0.629537,0.717391,0.000006,0.324136,72.000000,
0.710145,0.653417,0.717391,0.000003,0.277316,81.000000,
0.717391,0.664853,0.717391,0.000001,0.294475,90.000000,
0.717391,0.667298,0.717391,0.000000,0.199331,96.000000,
