val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.215524,0.060940,0.138232,2.333090,0.060940,0.000020,6.989726,9.000000,
0.562316,0.550920,0.556618,1.748896,0.550920,0.000018,2.247941,18.000000,
0.784492,0.774826,0.779659,0.942194,0.774826,0.000016,1.446038,27.000000,
0.838642,0.840186,0.839414,0.717462,0.840186,0.000014,0.925724,36.000000,
0.850999,0.856834,0.853917,0.670503,0.856834,0.000012,0.782244,45.000000,
0.867195,0.868206,0.867701,0.602134,0.868206,0.000010,0.752394,54.000000,
0.857214,0.871227,0.864221,0.621685,0.871227,0.000008,0.670992,63.000000,
0.868653,0.874117,0.871385,0.628732,0.874117,0.000006,0.532751,72.000000,
0.886440,0.886891,0.886665,0.499999,0.886891,0.000003,0.391611,81.000000,
0.884819,0.884220,0.884520,0.560636,0.886891,0.000001,0.365358,90.000000,
0.885790,0.884321,0.885055,0.494721,0.886891,0.000000,0.369062,96.000000,
